compound;isotherm_model;data_type;orig_freundlich_k;orig_freundlich_exponent;orig_freundlich_exp_type;orig_langmuir_qmax;orig_langmuir_kl;orig_param_units;orig_ce_units;orig_q_units;amanzi_freundlich_k;amanzi_freundlich_1n;amanzi_langmuir_qmax;amanzi_langmuir_kl;amanzi_units_note;gac_brand;gac_product;gac_type;gac_reactivation;water_matrix;influent_conc_min;influent_conc_max;influent_conc_unit;is_multicomponent;competition_notes;matrix_notes;fitting_method;source_title;source_authors;source_year;source_doi;source_url;notes
PFPeA;freundlich;predicted;1160;0.425;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;1160;0.425;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFHxA;freundlich;predicted;4179;0.361;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;4179;0.361;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFHpA;freundlich;predicted;498;0.314;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;498;0.314;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFOA;freundlich;predicted;1718;0.281;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;1718;0.281;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFNA;freundlich;predicted;8500;0.26;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;8500;0.26;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFDA;freundlich;predicted;6371;0.242;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;6371;0.242;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFUnDA;freundlich;predicted;14603;0.223;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;14603;0.223;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFDoDA;freundlich;predicted;18106;0.2076;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;18106;0.2076;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFTrDA;freundlich;predicted;25862;0.1972;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;25862;0.1972;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFTeDA;freundlich;predicted;30582;0.186;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;30582;0.186;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFBS;freundlich;predicted;457;0.411;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;457;0.411;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFPeS;freundlich;predicted;1521;0.352;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;1521;0.352;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFHxS;freundlich;predicted;3840;0.313;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;3840;0.313;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFHpS;freundlich;predicted;4589;0.286;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;4589;0.286;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFOS;freundlich;predicted;7222;0.253;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;7222;0.253;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFDS;freundlich;predicted;0.1;1;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;0.1;1;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFOSA;freundlich;predicted;8500;0.28;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;8500;0.28;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
N-MeFOSAA;freundlich;predicted;6200;0.29;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;6200;0.29;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
N-EtFOSAA;freundlich;predicted;7100;0.27;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;7100;0.27;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
